GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
58,11.8,3.5,1.6,2.4,59.3,-0.3,-0.6,8.7,0.6,1.0,68.4,0.7,0.6,1.3,0.8,0.5,0.1,0.5,1
68,24.4,9.8,4.1,7.3,55.1,-0.5,-1.5,9.4,2.0,2.9,70.9,3.6,4.3,7.9,1.0,1.1,0.5,1.3,1
31,8.1,2.3,0.8,2.4,32.8,0.8,2.4,26.3,0.4,0.5,79.2,0.2,1.0,1.2,0.2,0.1,0.2,0.6,1
67,30.1,13.0,4.9,11.7,41.0,0.9,2.8,43.2,2.1,2.6,83.2,0.8,3.3,4.3,4.4,0.9,0.1,1.4,0
56,19.0,7.1,2.5,5.4,46.2,0.7,1.7,22.6,1.6,2.5,68.7,0.9,2.0,3.2,0.5,0.4,0.4,0.7,1
69,21.7,8.8,2.9,6.8,44.0,1.0,2.7,36.9,1.9,2.8,67.1,0.8,3.0,3.8,2.8,0.8,0.2,2.2,1
55,16.4,6.4,2.2,4.9,46.5,0.4,1.6,23.5,1.7,2.2,78.8,0.3,1.7,2.0,0.8,0.5,0.3,0.8,1
68,27.2,10.0,3.8,7.9,49.3,0.0,0.4,16.3,2.4,3.4,68.8,2.9,4.6,7.3,3.2,0.6,0.7,2.3,1
62,20.6,6.0,2.2,5.0,44.1,0.1,0.1,22.2,1.4,2.0,73.3,1.2,4.0,5.2,0.6,0.5,0.4,1.0,1
75,12.6,5.6,2.1,4.2,49.7,0.0,-0.1,-0.7,1.5,2.0,82.0,2.5,3.2,5.3,0.1,0.2,0.5,0.7,1
66,16.4,10.1,3.8,8.6,43.0,0.0,0.2,19.3,2.5,2.9,84.3,1.2,2.9,4.0,2.1,0.4,0.1,1.7,1
59,22.9,12.3,4.5,10.6,41.0,1.3,3.5,35.5,1.7,1.9,96.8,0.3,1.6,1.8,1.9,0.6,-0.2,1.4,1
43,13.1,4.6,1.7,4.6,39.6,0.7,1.9,45.1,0.7,1.0,75.5,0.4,0.9,1.4,1.7,0.3,0.1,0.7,1
58,15.3,4.7,1.4,2.9,50.3,1.1,2.7,32.0,1.2,1.9,64.9,0.2,1.2,1.4,1.4,0.5,0.1,0.9,1
91,16.6,9.5,3.9,7.9,49.2,0.3,1.0,22.9,1.7,2.0,88.4,0.3,0.7,1.1,4.9,0.9,0.0,1.5,1
59,7.1,2.0,0.7,2.1,36.2,0.1,0.2,20.3,0.4,0.3,86.6,0.2,0.4,0.6,1.2,0.3,-0.5,0.5,1
84,22.7,9.8,3.7,7.4,49.6,-0.1,-0.1,35.6,1.9,2.4,74.8,1.4,2.6,4.2,1.8,1.1,0.2,1.6,1
100,43.8,20.0,7.2,15.9,47.0,0.6,2.0,24.7,4.9,6.0,94.9,2.2,3.7,6.2,3.3,0.8,0.3,2.4,1
71,31.0,13.0,4.8,10.7,44.0,1.1,2.8,38.9,1.8,2.5,77.6,1.3,4.1,5.6,3.2,0.6,0.2,2.5,1
65,13.6,6.6,2.6,4.9,52.8,0.3,0.5,13.4,1.1,1.5,78.4,1.3,2.0,3.2,1.3,0.5,0.3,1.2,1
84,13.7,5.1,1.6,4.7,35.2,0.4,1.5,25.8,1.3,1.9,66.8,0.2,1.0,1.3,1.6,0.4,0.0,0.7,1
71,22.3,9.0,3.7,8.6,43.2,0.7,2.3,30.8,1.1,1.5,75.8,0.7,1.5,2.2,1.5,1.0,0.0,1.4,1
76,28.3,14.3,5.3,11.2,49.0,0.4,1.3,27.8,2.9,3.8,78.6,1.2,1.6,2.8,1.6,1.4,0.3,1.6,1
72,22.4,9.8,3.6,9.5,35.8,0.9,2.7,36.7,1.6,2.3,68.9,1.5,1.9,3.5,2.3,1.3,0.2,1.5,1
85,20.9,10.8,3.8,9.0,42.0,0.7,1.6,5.4,2.3,2.7,86.3,1.7,2.7,4.6,2.2,0.8,0.3,1.7,0
59,20.8,10.8,4.2,8.5,50.3,0.2,0.6,26.4,1.9,2.5,79.6,1.6,1.8,3.3,1.7,1.0,0.3,2.0,1
46,7.5,2.6,1.1,2.0,51.8,-0.2,-0.7,-8.4,0.8,1.0,72.4,1.1,1.1,2.0,0.4,0.2,0.4,0.5,0
52,13.2,6.0,2.0,5.3,36.5,0.5,1.7,14.7,2.2,3.2,69.2,1.9,1.7,3.5,0.4,0.3,0.2,1.2,1
71,21.7,10.6,4.0,10.0,40.4,0.5,1.5,22.3,1.9,2.3,76.2,0.4,1.5,1.9,2.8,0.9,0.4,2.8,0
70,18.2,6.4,2.3,5.9,39.6,0.0,0.2,18.6,1.6,2.3,77.2,0.5,1.6,2.4,1.5,0.4,0.0,1.5,1
54,17.3,9.0,3.5,7.2,47.6,0.3,0.7,20.2,1.8,2.6,74.3,0.9,1.9,2.8,1.2,0.7,0.2,1.4,0
82,15.5,9.0,3.5,9.8,34.6,0.5,1.8,30.2,1.6,2.1,72.3,1.0,1.6,2.6,1.0,0.5,0.1,0.8,1
72,27.0,16.1,6.5,14.5,43.9,0.6,1.8,7.8,2.5,3.6,74.1,1.6,3.1,4.5,3.2,0.9,0.4,2.5,1
63,11.6,3.3,1.2,2.9,40.8,0.0,0.3,11.6,0.9,1.6,64.3,0.5,2.1,2.8,0.9,0.4,0.6,0.6,0
53,21.4,9.0,3.7,8.2,45.9,0.7,1.7,52.8,0.9,1.5,60.8,2.3,3.2,5.6,0.7,0.6,0.4,1.0,1
72,28.9,9.5,3.9,7.2,53.8,0.2,0.5,8.2,1.7,2.8,53.4,2.9,4.7,7.8,0.5,0.6,0.5,1.2,1
48,10.0,2.7,1.0,2.1,46.8,0.1,0.1,19.3,0.7,1.2,67.6,0.5,1.4,1.9,0.7,0.4,0.0,0.7,1
50,14.2,6.1,2.5,6.8,34.5,0.7,2.3,25.9,0.7,1.1,74.4,0.2,0.9,1.2,2.1,0.7,-0.4,1.4,0
71,22.2,9.4,3.3,6.9,49.2,0.6,1.7,17.6,2.5,3.2,83.6,1.3,3.1,4.1,3.0,1.2,0.2,1.7,1
71,9.8,3.7,1.4,2.8,47.5,0.2,0.6,36.2,0.7,0.8,76.6,0.7,0.7,1.4,0.5,0.4,0.1,0.6,1
32,14.7,4.4,1.4,3.8,40.6,0.0,0.1,7.6,1.2,1.7,72.4,1.4,2.0,3.3,0.7,0.3,0.6,1.0,1
63,19.9,8.3,3.3,8.3,40.5,0.8,2.5,23.4,1.1,1.7,68.3,0.9,2.9,3.7,0.4,0.4,0.3,1.2,1
69,18.0,9.4,3.1,7.4,41.1,0.4,1.2,35.2,3.4,4.4,87.1,0.8,1.2,2.0,3.7,0.9,-0.2,1.8,1
46,5.1,3.6,1.9,4.2,45.3,-0.2,-0.3,5.6,0.2,0.5,47.9,0.5,0.3,0.7,0.7,0.3,-0.2,1.0,0
36,6.6,2.8,1.2,2.3,49.5,0.0,0.0,26.7,0.4,0.6,69.9,0.7,0.7,1.3,0.1,0.1,0.3,0.3,1
83,29.3,13.5,5.3,11.1,47.1,0.2,0.9,46.2,2.5,2.8,81.5,1.5,4.0,5.4,0.9,0.6,0.3,1.7,1
100,24.7,8.2,3.5,6.5,53.5,0.5,1.3,33.5,0.8,1.2,67.4,1.0,2.3,3.1,1.3,0.5,0.2,1.6,1
47,17.6,6.5,2.4,5.2,46.3,0.5,1.3,5.7,1.3,1.9,60.9,0.7,2.9,3.7,0.6,0.5,0.5,0.9,1
83,15.8,6.0,2.3,6.2,36.1,0.3,0.9,19.0,0.9,1.1,73.9,0.3,0.5,0.8,2.1,0.7,0.0,2.1,0
75,10.7,6.0,2.5,5.0,50.1,-0.4,-1.3,0.3,1.2,1.6,76.6,1.7,1.1,2.6,0.1,0.3,0.4,0.8,1
61,13.0,4.0,1.4,3.3,44.3,0.0,0.0,-17.4,1.4,1.9,68.4,1.3,2.0,3.4,0.0,0.1,0.5,0.3,0
34,12.3,4.9,1.4,3.0,46.5,0.8,1.9,33.3,2.0,2.8,72.5,0.9,1.0,1.9,0.1,0.3,0.3,0.6,1
50,16.4,5.5,2.1,4.9,44.4,0.2,0.9,29.3,0.8,1.3,63.5,1.3,1.5,2.8,1.8,0.9,0.1,1.1,1
66,13.4,5.4,2.1,5.7,36.1,0.4,1.1,32.8,0.9,1.0,97.3,0.3,1.0,1.4,0.9,0.2,-0.9,0.9,1
53,11.8,3.3,1.3,3.6,37.1,0.6,1.6,19.5,0.6,0.9,59.3,0.3,1.0,1.3,2.1,0.7,0.0,1.1,0
81,25.8,15.4,5.9,13.6,42.0,1.1,2.9,19.0,2.5,3.2,78.8,1.3,1.7,3.0,1.6,0.6,0.3,1.9,1
93,17.7,7.8,3.1,5.8,51.9,0.1,0.5,1.2,2.3,3.6,61.3,1.1,1.7,2.8,1.2,0.8,0.2,1.8,1
78,8.8,3.1,1.0,2.0,49.7,0.2,0.5,20.2,1.2,1.9,59.7,0.3,0.5,0.7,0.9,0.5,0.1,1.1,1
73,21.8,7.8,3.1,7.2,43.0,0.9,2.2,19.6,1.1,1.4,81.4,1.1,2.6,3.6,2.8,0.6,0.2,1.4,1
99,47.3,24.5,10.2,20.6,53.6,0.3,1.1,14.4,3.7,5.1,74.4,4.7,8.2,13.5,2.1,1.6,1.9,2.9,1
60,6.8,2.2,0.9,1.7,50.4,-0.3,-1.2,21.4,0.4,0.6,72.6,0.4,0.8,1.1,0.9,0.1,0.1,0.7,1
37,10.6,4.3,1.8,3.8,47.2,-0.5,-1.4,6.7,1.0,1.6,57.8,1.3,1.1,2.3,0.8,0.4,0.2,0.9,0
65,12.7,5.4,1.8,4.2,43.6,-0.1,-0.2,11.9,1.7,2.6,70.0,1.3,1.5,2.7,0.4,0.3,0.2,0.8,1
82,15.1,5.1,1.9,5.2,39.1,0.7,2.0,23.6,0.8,1.0,76.9,0.7,0.7,1.3,1.2,0.9,0.2,0.8,1
53,17.8,7.3,3.2,6.4,49.7,0.6,1.6,17.0,0.9,1.5,64.7,2.5,4.6,7.3,0.2,0.4,0.5,0.8,1
22,8.6,2.6,1.0,2.8,36.9,0.2,0.7,17.7,0.5,0.5,77.8,0.1,0.4,0.6,1.5,0.4,-0.1,0.7,0
73,25.8,13.9,5.6,11.6,48.1,0.4,1.0,37.3,2.3,3.0,71.0,2.5,3.5,5.5,2.6,0.8,0.3,1.7,1
101,18.8,6.7,2.7,4.6,57.5,-0.2,-0.8,23.6,1.5,2.9,51.4,2.1,2.4,4.3,1.1,1.1,0.2,1.9,1
96,27.7,15.4,7.0,15.3,47.2,0.3,0.7,21.8,1.7,2.2,75.9,1.1,2.4,3.6,2.7,0.8,0.3,2.9,1
47,8.7,2.2,0.8,2.1,39.3,0.1,0.2,30.1,0.3,0.4,70.2,0.5,0.5,0.9,1.1,0.4,-0.2,0.8,1
53,11.1,8.2,3.1,6.4,46.9,0.1,0.3,3.0,2.1,2.6,74.3,0.8,1.4,2.3,0.6,0.3,0.1,1.2,0
30,5.9,1.3,0.5,1.2,45.5,0.0,0.1,9.5,0.2,0.2,78.6,0.2,0.8,1.0,0.3,0.1,0.1,0.3,0
75,10.9,3.5,1.4,3.4,42.7,-0.2,-0.1,0.1,0.6,0.8,75.8,0.8,1.0,1.6,0.6,0.3,0.3,0.8,1
60,21.3,8.8,3.4,8.5,39.7,0.7,2.2,40.2,1.3,1.3,99.4,0.3,0.9,1.3,3.6,0.6,0.0,1.6,1
53,17.3,7.0,2.5,5.8,42.0,0.7,2.3,36.3,1.7,2.0,71.4,0.2,1.1,1.4,8.3,1.9,0.1,2.6,1
81,20.6,8.9,3.4,7.3,44.7,0.3,0.8,12.5,2.3,3.3,67.0,1.0,1.6,2.5,1.4,0.6,0.1,1.3,1
47,15.0,7.4,2.5,5.8,43.7,0.1,0.5,6.2,2.1,3.2,65.8,1.1,1.5,2.6,0.9,0.5,0.2,1.1,1
49,13.9,3.2,1.3,3.2,40.0,0.2,0.4,22.2,0.6,1.0,64.4,0.7,2.1,2.5,0.5,0.2,0.1,0.6,1
59,26.9,8.8,3.1,6.3,50.2,0.4,1.0,-9.9,1.8,3.3,54.3,2.4,5.6,8.0,1.5,0.7,2.8,2.1,1
57,9.1,3.8,1.5,3.6,39.4,0.2,0.2,-4.5,1.0,1.6,65.1,1.7,2.3,4.0,0.5,0.2,0.7,0.8,1
85,30.2,12.4,5.2,10.9,49.8,0.2,0.7,10.4,1.9,2.9,68.2,1.7,3.3,4.9,1.5,0.9,0.6,1.7,1
71,14.7,6.4,2.3,5.3,44.3,0.4,1.3,33.1,1.2,1.4,82.2,0.1,0.6,0.8,2.8,0.9,0.2,0.9,1
83,19.8,8.9,3.4,7.0,48.9,0.5,1.3,1.7,1.7,2.4,79.8,0.8,1.8,2.7,1.9,0.8,0.2,1.7,1
74,14.9,4.6,1.6,3.4,46.6,0.2,0.8,17.4,1.5,2.0,80.0,1.3,2.1,3.6,0.3,0.4,0.5,0.9,1
57,10.4,4.0,1.4,3.1,47.0,0.5,1.2,18.9,0.6,0.9,75.3,0.7,2.3,3.0,0.5,0.4,0.1,0.7,1
66,12.3,3.2,1.2,3.0,38.9,0.5,1.5,45.8,0.4,0.5,77.4,0.4,1.2,1.5,1.1,0.8,0.5,0.6,1
66,12.9,7.1,2.9,5.4,50.5,0.0,-0.2,3.4,1.4,2.6,55.7,2.2,1.7,4.0,0.4,0.7,0.3,1.2,1
86,17.7,6.9,3.0,6.6,45.6,-0.4,-0.6,-23.5,1.2,2.6,37.3,3.0,3.1,6.1,1.2,0.5,1.6,2.0,1
61,23.2,11.2,4.9,9.3,53.0,0.1,0.2,14.1,1.2,2.4,38.9,1.6,2.1,3.5,3.1,1.0,0.2,2.4,1
20,9.9,3.5,1.3,3.4,39.4,-0.1,0.0,2.2,0.8,1.0,78.7,0.8,1.0,1.8,0.3,0.4,0.2,0.5,0
78,13.5,5.8,2.6,5.6,47.7,0.0,0.2,34.3,0.8,1.0,74.0,1.5,1.5,2.8,0.3,0.7,0.4,0.9,1
24,7.1,1.9,0.7,1.8,42.6,0.3,0.8,6.2,0.2,0.5,53.2,0.5,0.9,1.3,0.2,0.2,0.2,0.4,1
68,34.5,16.8,7.6,14.9,54.0,0.1,0.3,22.9,2.1,3.4,61.0,2.2,2.7,4.9,3.8,1.6,0.5,2.7,1
75,34.4,12.2,4.8,11.8,40.5,0.3,1.0,23.0,2.1,3.0,72.7,1.4,4.4,6.3,1.1,1.3,0.5,1.7,1
78,29.4,11.2,4.4,9.8,45.8,0.9,2.5,8.0,1.9,3.5,43.9,2.7,5.1,7.9,2.2,1.0,0.6,1.9,1
81,28.1,14.0,5.0,10.2,50.2,0.5,1.2,19.0,3.7,5.1,75.7,1.4,3.1,4.5,2.5,1.4,0.4,2.8,1
33,12.2,6.2,2.6,6.2,39.8,-0.1,-0.2,15.4,1.3,2.3,57.3,0.9,1.1,2.2,1.9,0.3,-0.5,2.1,1
43,19.2,8.7,3.1,8.8,31.9,0.8,2.2,51.8,1.3,1.7,67.6,0.8,1.5,2.3,2.0,0.7,0.1,1.7,1
72,18.7,5.6,2.6,5.1,49.2,-0.2,-0.3,-10.3,0.8,1.3,63.0,1.6,2.5,4.2,1.1,0.6,0.3,1.1,0
79,29.3,9.2,3.5,7.1,50.2,0.4,1.2,20.4,1.8,2.5,70.2,1.3,4.6,5.7,1.9,1.5,0.7,1.6,1
58,9.2,2.8,0.9,2.4,39.1,0.2,0.9,21.7,0.8,1.3,63.6,0.5,0.8,1.2,0.5,0.5,0.0,0.8,0
71,27.7,8.3,3.3,6.6,48.0,0.5,1.2,28.1,1.6,2.3,74.9,2.1,5.2,7.3,0.4,0.2,0.9,0.8,1
77,22.1,8.6,3.4,7.8,45.0,0.7,1.9,37.6,1.0,1.3,78.7,0.5,2.3,3.0,2.7,1.2,-0.2,0.9,1
72,24.3,9.6,3.8,7.6,49.1,-0.2,-0.7,17.5,2.6,4.4,53.8,1.8,2.8,4.4,3.8,1.1,0.5,2.7,1
45,7.9,3.2,1.0,3.4,29.7,0.1,1.0,20.2,1.0,1.4,75.7,0.1,0.4,0.6,2.9,0.7,-0.4,2.0,0
67,16.3,6.9,2.3,5.8,40.7,0.9,2.5,54.1,1.2,1.9,74.4,0.8,2.0,2.9,0.2,0.7,0.3,0.8,1
89,35.4,15.0,5.9,12.3,52.0,0.3,0.8,10.4,3.0,4.4,63.3,2.3,6.4,8.6,3.8,1.1,0.9,3.1,1
80,20.8,7.5,2.9,6.3,43.9,0.0,0.0,4.2,1.8,2.5,70.3,0.6,2.9,3.3,1.0,0.9,0.5,1.7,1
82,32.5,9.7,4.5,7.3,63.0,0.1,0.2,-0.1,1.2,2.0,55.2,2.1,6.0,8.8,1.8,0.9,1.2,1.9,1
80,16.6,6.8,2.6,4.7,52.9,0.3,0.7,0.3,2.1,3.2,64.4,1.7,2.7,4.4,0.9,0.4,0.5,1.5,1
35,8.4,2.7,1.0,2.3,41.8,0.6,1.7,33.9,0.5,0.7,66.5,0.4,0.7,1.2,0.4,0.1,0.0,0.4,1
62,21.9,7.6,3.0,8.0,39.7,0.2,0.7,21.8,1.3,1.5,85.0,0.7,1.6,2.3,3.6,0.9,-0.1,1.3,1
55,17.2,5.4,2.1,4.7,41.8,0.7,1.9,29.8,1.1,1.5,76.6,0.6,1.0,1.7,1.2,0.3,-0.2,0.8,1
78,29.4,14.6,6.2,13.0,47.0,0.4,1.5,13.2,2.6,3.4,73.6,2.2,2.0,4.0,3.1,1.4,0.3,2.1,1
78,29.0,8.0,3.6,6.6,56.3,-0.4,-1.1,-3.8,1.4,2.8,45.1,4.1,6.0,10.7,1.8,0.9,1.9,1.2,1
55,12.8,5.8,3.1,7.7,39.9,-0.1,0.1,21.5,0.3,0.4,70.6,0.6,0.8,1.5,2.3,0.5,0.2,1.3,1
80,15.3,3.3,1.2,3.2,40.3,0.0,0.3,18.1,0.7,1.1,74.0,0.2,1.1,1.4,2.1,0.4,0.0,1.0,0
66,14.4,6.5,2.2,4.9,42.7,0.0,0.2,12.3,2.1,2.8,73.5,0.9,1.2,1.9,1.1,0.6,0.3,1.7,1
66,16.5,5.8,2.1,5.3,42.4,1.0,2.8,35.7,0.7,1.2,58.9,0.2,1.2,1.5,0.4,0.2,0.1,0.8,1
59,7.0,3.8,1.7,3.5,48.3,-0.3,-0.8,-1.8,0.6,0.8,69.3,0.7,0.7,1.2,0.3,0.1,0.0,0.5,1
53,11.7,2.8,1.0,3.1,33.8,0.4,0.9,11.1,0.5,0.9,58.8,0.6,1.5,2.1,1.1,0.3,0.3,1.0,1
96,32.3,12.1,4.5,10.4,44.1,0.1,0.8,8.6,2.7,3.7,74.2,1.4,4.0,5.3,2.2,0.9,0.4,1.9,1
42,8.6,1.9,0.8,2.2,35.7,0.4,1.2,33.8,0.1,0.1,63.9,0.1,0.9,1.0,0.6,0.3,0.0,0.2,0
66,16.3,6.6,2.4,6.0,40.2,0.3,1.2,2.3,1.9,2.4,76.1,0.3,1.4,1.6,2.7,0.7,-0.2,1.5,1
76,19.4,7.6,2.5,5.8,42.9,0.3,1.0,43.0,2.1,2.5,80.0,0.8,2.4,2.9,1.9,0.8,0.7,0.9,0
80,21.5,8.8,3.9,7.8,51.0,-0.3,-0.6,22.1,1.3,1.8,76.6,1.4,3.0,4.4,1.6,0.5,0.3,1.4,1
53,17.3,6.0,2.3,5.1,45.8,0.3,1.0,16.9,1.2,1.9,70.8,1.1,2.5,3.7,1.4,0.8,0.1,1.3,1
50,9.2,3.5,1.6,3.5,44.1,0.2,0.7,28.5,0.2,0.4,62.7,0.4,0.5,1.0,0.3,0.2,-0.2,0.6,0
53,9.4,3.8,1.6,3.3,49.0,0.1,0.2,1.8,0.5,0.8,66.8,1.4,1.4,2.7,0.6,0.4,0.3,0.7,1
74,25.7,9.1,3.3,6.9,44.9,0.4,1.1,6.7,2.1,2.6,73.6,1.7,2.6,4.3,3.6,0.9,0.1,2.1,1
43,8.9,4.5,1.8,4.0,43.9,0.3,0.9,25.7,0.6,1.0,65.5,0.6,1.5,2.1,0.7,0.2,0.1,0.8,1
42,8.3,3.7,1.4,2.7,50.7,-0.4,-1.0,-10.7,1.5,2.3,65.2,0.9,0.5,1.2,0.5,0.4,0.2,0.5,1
48,8.6,1.6,0.6,1.7,39.2,-0.1,-0.3,15.1,0.5,0.8,62.8,0.1,0.3,0.5,1.5,0.5,-0.2,0.7,0
49,8.7,3.0,1.3,2.4,49.6,0.0,-0.5,55.2,0.4,0.6,71.1,0.6,0.7,1.3,0.8,0.5,0.0,0.3,1
47,7.2,1.4,0.6,1.4,41.6,-0.8,-2.0,2.0,0.3,0.7,42.1,0.6,0.7,1.1,0.7,0.2,0.1,0.5,1
75,41.4,19.7,7.8,15.4,55.5,0.5,1.4,43.1,3.4,4.7,75.3,3.1,4.6,7.8,2.2,1.4,0.6,2.7,1
69,24.6,8.5,3.3,7.4,42.6,0.2,0.8,14.3,1.8,2.5,68.3,0.8,3.9,4.4,2.5,0.7,0.4,1.5,1
71,17.1,11.0,4.3,8.3,49.0,0.3,0.7,23.9,2.4,3.4,75.7,0.6,1.0,1.7,0.7,0.4,0.2,1.7,1
50,8.0,3.5,1.5,3.3,47.2,0.6,1.6,43.7,0.3,0.4,70.2,0.3,1.0,1.5,0.2,0.3,0.2,0.3,1
59,8.3,2.7,1.3,3.0,44.0,-0.1,0.0,38.1,0.1,0.2,73.4,0.2,0.7,0.9,1.1,0.1,-0.3,0.3,0
81,25.8,11.6,4.4,8.3,52.6,0.4,0.8,20.1,2.5,3.1,75.8,2.2,1.5,3.2,3.6,1.5,0.3,2.2,1
65,17.6,6.9,2.6,6.0,44.4,0.2,0.8,22.9,1.2,2.0,62.1,0.8,2.4,3.5,1.5,0.6,0.5,1.0,1
77,18.8,8.3,3.0,7.2,40.8,0.3,0.7,22.3,1.6,2.4,65.5,0.7,1.9,2.8,2.3,1.0,0.3,1.2,1
69,22.4,12.3,4.3,7.4,56.8,0.3,0.7,16.4,3.2,4.1,82.5,0.6,2.1,2.7,2.3,0.7,0.1,2.4,1
46,27.2,10.7,3.8,8.2,46.4,0.7,2.0,16.9,2.6,3.7,67.4,1.9,4.0,6.4,1.6,0.7,0.3,2.5,1
41,17.4,10.9,4.0,6.8,54.7,0.6,1.7,21.9,2.4,3.3,74.2,1.6,3.3,5.2,0.5,0.2,0.4,1.3,1
107,45.1,18.4,7.4,16.7,46.0,0.5,1.5,26.9,2.6,3.7,71.4,1.2,4.8,6.0,5.3,1.9,0.3,3.4,1
51,18.0,8.9,3.2,6.9,45.4,0.2,0.6,20.8,1.7,2.3,81.4,1.0,1.9,2.7,2.4,1.1,0.0,1.8,1
48,11.7,4.4,1.8,3.9,45.9,0.4,1.2,33.6,0.6,1.0,58.7,0.3,0.7,1.1,0.2,0.3,0.1,0.4,1
64,22.9,13.4,5.0,8.8,56.4,-0.2,-0.4,0.6,3.5,5.8,57.7,2.7,5.9,8.9,0.5,0.5,5.8,1.9,1
54,11.1,5.2,1.6,3.6,43.9,0.5,1.4,34.4,1.7,2.0,83.2,1.0,1.3,2.5,0.5,0.5,0.3,0.7,1
39,13.0,4.2,1.6,3.2,48.3,-0.2,-0.5,-4.1,1.2,2.3,53.5,1.0,1.8,2.9,1.0,0.6,0.0,0.8,0
61,24.0,7.6,2.9,5.6,49.9,0.4,1.1,9.6,1.8,3.0,59.6,1.7,3.2,5.0,2.3,1.1,0.2,1.2,1
108,23.4,12.8,5.4,10.9,50.6,0.0,0.1,44.4,1.9,2.1,91.6,0.9,1.9,2.7,3.5,0.8,-0.1,1.6,1
47,6.4,1.6,0.6,1.6,37.1,0.1,0.6,23.3,0.3,0.3,78.3,0.2,0.3,0.6,0.4,0.3,-0.6,0.2,1
75,22.4,11.5,3.9,9.1,44.5,0.4,1.5,30.4,3.5,4.4,84.3,1.4,3.0,4.2,1.3,1.0,0.2,1.6,1
54,22.8,6.0,2.1,4.7,47.4,0.8,2.1,20.4,1.3,1.9,70.5,0.5,2.7,3.1,1.5,0.5,0.0,1.0,0
50,15.9,5.6,2.2,6.4,33.3,0.5,1.8,44.7,0.7,0.9,72.5,0.6,1.0,1.6,2.1,0.4,0.1,1.0,1
57,8.7,2.4,1.0,2.5,39.1,-0.2,-0.3,3.2,0.3,0.6,54.0,0.7,1.1,1.8,0.2,0.3,0.2,0.5,1
53,28.0,8.9,3.2,7.6,43.6,0.9,2.7,39.0,1.6,2.6,65.0,1.1,2.9,4.4,1.9,1.0,0.2,0.9,1
39,8.0,2.6,1.0,2.8,38.0,-0.1,0.1,25.4,0.5,0.9,69.2,0.1,0.8,1.0,0.5,0.4,0.1,0.9,0
41,14.1,6.5,2.5,6.6,37.7,0.8,2.8,40.3,1.2,1.4,79.8,0.1,1.1,1.1,1.7,0.7,-0.3,1.1,0
77,25.9,8.5,2.9,7.1,42.2,0.4,1.4,33.6,2.0,2.4,79.3,0.5,2.2,2.7,3.5,1.1,0.1,1.5,1
46,18.3,5.0,2.0,3.8,50.5,-0.4,-0.9,14.8,1.1,1.7,65.8,2.8,4.8,7.9,0.3,0.3,1.5,0.8,1
61,15.2,3.9,1.6,3.3,48.0,-0.2,-0.7,22.8,0.7,1.2,65.5,0.9,2.5,3.4,0.2,0.5,0.2,0.5,0
72,31.5,12.0,4.4,9.9,44.2,0.8,2.3,25.9,2.3,3.0,79.9,0.7,1.6,2.3,3.5,0.9,-0.3,2.0,0
62,13.7,3.4,1.4,3.4,42.9,0.5,1.2,23.5,0.3,0.3,77.3,0.2,0.9,1.1,1.1,0.3,0.0,0.5,1
59,19.9,5.9,1.8,4.5,42.3,0.3,0.9,3.2,1.8,2.4,72.7,0.9,3.6,4.6,0.9,0.3,0.5,1.3,1
54,7.8,2.0,0.8,1.9,46.4,0.2,0.3,12.8,0.2,0.4,63.6,0.2,0.8,1.1,0.2,0.1,0.2,0.2,1
61,26.6,7.4,2.8,7.0,41.8,0.5,1.6,51.8,0.9,1.0,78.6,0.3,0.7,0.9,6.4,1.3,-0.2,1.7,1
84,18.7,6.1,2.1,5.2,41.5,0.3,1.1,31.4,1.2,1.8,64.9,1.1,2.1,3.3,2.0,0.7,0.3,1.4,1
73,19.5,5.6,2.0,4.8,41.4,0.9,2.4,55.1,0.8,1.1,77.1,0.2,1.1,1.1,2.2,0.5,-0.1,0.7,1
103,47.0,20.1,7.6,17.8,41.1,0.6,1.8,36.4,3.8,5.2,83.3,0.9,2.5,3.4,10.7,2.1,0.1,4.0,1
69,16.5,8.2,2.8,5.8,46.1,0.5,1.3,6.1,3.0,4.3,68.2,1.1,1.3,2.4,1.4,0.5,0.3,1.6,1
30,8.4,2.1,0.8,1.9,41.6,0.2,0.4,42.5,0.5,0.6,75.2,0.2,0.8,1.0,0.2,0.4,0.1,0.2,0
48,10.9,3.3,1.3,2.8,47.4,0.8,2.0,17.6,0.3,0.4,65.4,0.3,1.2,1.5,0.5,0.2,0.3,0.4,1
38,23.1,10.2,4.1,7.8,50.7,0.6,1.8,23.4,1.8,2.5,69.9,1.7,2.9,4.8,1.2,0.5,0.4,1.1,0
74,18.8,6.7,2.5,6.3,40.1,0.2,0.7,13.3,1.6,2.4,71.1,2.3,2.8,5.3,0.2,0.3,0.3,0.9,1
52,14.4,2.9,1.1,3.4,33.2,0.8,2.4,17.8,0.3,0.5,64.8,0.1,1.0,1.1,4.0,0.5,-1.2,1.5,1
61,19.1,5.3,2.0,5.9,33.2,0.5,1.6,33.8,1.0,1.4,71.1,0.3,2.9,2.9,2.1,0.8,0.4,1.6,1
15,7.1,2.8,1.1,2.3,43.7,-0.6,-1.9,-5.3,0.9,1.2,75.5,1.0,1.7,2.8,0.1,0.0,0.2,0.7,1
